"Chr","identity_NCBI","tx","gene","pr","identity_Zijun","identity"
"NC_050469.1","mRNA","XM_012676521.3","LOC105834210","XP_012531975.1",NA,"protein"
"NC_050476.1","mRNA","XM_012676522.3","LOC105834200","XP_012531976.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676523.3","LOC105834211","XP_012531977.2",NA,"protein"
"NC_050471.1","mRNA","XM_012676524.3","LOC105834212","XP_012531978.2",NA,"protein"
"NC_050471.1","mRNA","XM_012676525.3","LOC105834212","XP_012531979.2",NA,"protein"
"NC_050474.1","mRNA","XM_012676527.3","LOC105834213","XP_012531981.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676528.3","LOC105834215","XP_012531982.2",NA,"protein"
"NC_050471.1","mRNA","XM_012676529.3","LOC105834215","XP_012531983.2",NA,"protein"
"NC_050474.1","mRNA","XM_012676530.3","LOC105834216","XP_012531984.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676531.3","LOC105834218","XP_012531985.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676532.3","LOC105834219","XP_012531986.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676533.3","LOC105834219","XP_012531987.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676535.3","LOC105834219","XP_012531989.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676536.3","LOC105834220","XP_012531990.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676537.3","LOC105834221","XP_012531991.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676538.3","LOC105834222","XP_012531992.2",NA,"protein"
"NC_050471.1","mRNA","XM_012676539.3","LOC105834223","XP_012531993.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676542.3","LOC105834225","XP_012531996.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676543.3","LOC105834225","XP_012531997.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676544.3","LOC105834226","XP_012531998.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676545.3","LOC105834227","XP_012531999.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676546.3","LOC105834227","XP_012532000.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676547.3","LOC105834227","XP_012532001.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676549.3","LOC105834229","XP_012532003.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676550.3","LOC105834229","XP_012532004.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676554.3","LOC105834231","XP_012532008.2",NA,"protein"
"NC_050468.1","mRNA","XM_012676556.3","LOC105834233","XP_012532010.2",NA,"protein"
"NC_050468.1","mRNA","XM_012676557.3","LOC105834233","XP_012532011.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676559.2","LOC105834234","XP_012532013.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676560.3","LOC105834235","XP_012532014.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676567.3","LOC105834239","XP_012532021.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676568.3","LOC105834240","XP_012532022.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676569.3","LOC105834241","XP_012532023.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676570.2","LOC105834241","XP_012532024.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676571.2","LOC105834241","XP_012532025.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676572.2","LOC105834241","XP_012532026.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676573.3","LOC105834242","XP_012532027.3",NA,"protein"
"NC_050467.1","mRNA","XM_012676574.3","LOC105834243","XP_012532028.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676575.3","LOC105834245","XP_012532029.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676576.2","LOC105834246","XP_012532030.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676577.3","LOC105834247","XP_012532031.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676579.3","LOC105834248","XP_012532033.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676581.3","LOC105834249","XP_012532035.2",NA,"protein"
"NC_050467.1","mRNA","XM_012676583.3","LOC105834250","XP_012532037.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676584.3","LOC105834250","XP_012532038.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676585.3","LOC105834251","XP_012532039.1",NA,"protein"
"NC_050473.1","mRNA","XM_012676586.3","LOC105834252","XP_012532040.2",NA,"protein"
"NC_050473.1","mRNA","XM_012676587.2","LOC105834254","XP_012532041.1",NA,"protein"
"NC_050473.1","mRNA","XM_012676588.2","LOC105834254","XP_012532042.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676591.3","LOC105834256","XP_012532045.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676592.3","LOC105834257","XP_012532046.2",NA,"protein"
"NC_050471.1","mRNA","XM_012676593.3","LOC105834257","XP_012532047.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676594.3","LOC105834257","XP_012532048.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676595.3","LOC105834257","XP_012532049.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676596.3","LOC105834257","XP_012532050.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676597.3","LOC105834257","XP_012532051.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676598.3","LOC105834258","XP_012532052.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676600.3","LOC105834260","XP_012532054.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676603.3","LOC105834262","XP_012532057.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676604.3","LOC105834262","XP_012532058.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676605.3","LOC105834262","XP_012532059.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676606.3","LOC105834262","XP_012532060.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676607.3","LOC105834262","XP_012532061.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676609.2","LOC105834263","XP_012532063.2",NA,"protein"
"NC_050468.1","mRNA","XM_012676610.3","LOC105834264","XP_012532064.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676611.3","LOC105834265","XP_012532065.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676612.3","LOC105834267","XP_012532066.2",NA,"protein"
"NC_050467.1","mRNA","XM_012676614.3","LOC105834268","XP_012532068.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676616.3","LOC105834268","XP_012532070.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676618.3","LOC105834268","XP_012532072.2",NA,"protein"
"NC_050467.1","mRNA","XM_012676619.3","LOC105834268","XP_012532073.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676621.3","LOC105834268","XP_012532075.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676623.3","LOC105834269","XP_012532077.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676627.3","LOC105834274","XP_012532081.2",NA,"protein"
"NC_050469.1","mRNA","XM_012676628.3","LOC105834274","XP_012532082.2",NA,"protein"
"NC_050476.1","mRNA","XM_012676629.3","LOC105834271","XP_012532083.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676635.3","LOC105834278","XP_012532089.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676636.3","LOC105834279","XP_012532090.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676637.3","LOC105834281","XP_012532091.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676640.3","LOC105834280","XP_012532094.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676645.3","LOC105834289","XP_012532099.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676646.3","LOC105834290","XP_012532100.2",NA,"protein"
"NC_050468.1","mRNA","XM_012676648.3","LOC105834280","XP_012532102.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676650.3","LOC105834292","XP_012532104.2",NA,"protein"
"NC_050477.1","mRNA","XM_012676651.3","LOC105834292","XP_012532105.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676652.3","LOC105834292","XP_012532106.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676653.3","LOC105834292","XP_012532107.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676658.3","LOC105834293","XP_012532112.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676660.3","LOC105834294","XP_012532114.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676661.3","LOC105834297","XP_012532115.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676665.3","LOC105834298","XP_012532119.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676666.3","LOC105834298","XP_012532120.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676667.3","LOC105834298","XP_012532121.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676668.3","LOC105834298","XP_012532122.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676669.3","LOC105834298","XP_012532123.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676670.3","LOC105834298","XP_012532124.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676671.3","LOC105834298","XP_012532125.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676673.3","LOC105834298","XP_012532127.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676674.3","LOC105834298","XP_012532128.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676675.3","LOC105834299","XP_012532129.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676676.3","LOC105834298","XP_012532130.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676677.3","LOC105834298","XP_012532131.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676678.3","LOC105834298","XP_012532132.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676679.3","LOC105834298","XP_012532133.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676680.3","LOC105834298","XP_012532134.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676681.3","LOC105834298","XP_012532135.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676682.3","LOC105834300","XP_012532136.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676683.3","LOC105834300","XP_012532137.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676684.3","LOC105834301","XP_012532138.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676685.3","LOC105834301","XP_012532139.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676686.3","LOC105834301","XP_012532140.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676687.3","LOC105834301","XP_012532141.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676688.3","LOC105834301","XP_012532142.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676689.3","LOC105834301","XP_012532143.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676691.3","LOC105834302","XP_012532145.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676692.3","LOC105834301","XP_012532146.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676693.3","LOC105834303","XP_012532147.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676694.3","LOC105834304","XP_012532148.1",NA,"protein"
"NC_050476.1","mRNA","XM_012676697.3","LOC105834307","XP_012532151.1",NA,"protein"
"NC_050476.1","mRNA","XM_012676698.3","LOC105834307","XP_012532152.1",NA,"protein"
"NC_050473.1","mRNA","XM_012676700.3","LOC105834310","XP_012532154.2",NA,"protein"
"NC_050473.1","mRNA","XM_012676701.3","LOC105834310","XP_012532155.2",NA,"protein"
"NC_050473.1","mRNA","XM_012676702.3","LOC105834311","XP_012532156.1",NA,"protein"
"NC_050473.1","mRNA","XM_012676704.3","LOC105834312","XP_012532158.2",NA,"protein"
"NC_050473.1","mRNA","XM_012676707.3","LOC105834314","XP_012532161.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676709.3","LOC105834316","XP_012532163.2",NA,"protein"
"NC_050469.1","mRNA","XM_012676710.3","LOC105834317","XP_012532164.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676711.3","LOC105834320","XP_012532165.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676712.3","LOC105834320","XP_012532166.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676713.2","LOC105834320","XP_012532167.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676715.3","LOC105834320","XP_012532169.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676716.3","LOC105834321","XP_012532170.2",NA,"protein"
"NC_050469.1","mRNA","XM_012676717.3","LOC105834322","XP_012532171.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676720.3","LOC105834325","XP_012532174.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676721.3","LOC105834325","XP_012532175.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676723.3","LOC105834326","XP_012532177.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676724.3","LOC105834327","XP_012532178.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676725.3","LOC105834329","XP_012532179.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676729.3","LOC105834318","XP_012532183.1",NA,"protein"
"NC_050472.1","mRNA","XM_012676730.3","LOC105834333","XP_012532184.1",NA,"protein"
"NC_050472.1","mRNA","XM_012676734.3","LOC105834336","XP_012532188.1",NA,"protein"
"NC_050472.1","mRNA","XM_012676735.2","LOC105834337","XP_012532189.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676737.3","LOC105834339","XP_012532191.2",NA,"protein"
"NC_050477.1","mRNA","XM_012676739.3","LOC105834339","XP_012532193.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676742.3","LOC105834340","XP_012532196.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676743.3","LOC105834340","XP_012532197.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676746.3","LOC105834342","XP_012532200.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676748.3","LOC105834341","XP_012532202.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676752.3","LOC105834342","XP_012532206.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676753.3","LOC105834343","XP_012532207.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676756.3","LOC105834346","XP_012532210.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676757.3","LOC105834341","XP_012532211.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676759.3","LOC105834348","XP_012532213.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676760.3","LOC105834348","XP_012532214.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676761.3","LOC105834348","XP_012532215.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676763.3","LOC105834348","XP_012532217.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676764.3","LOC105834349","XP_012532218.2",NA,"protein"
"NC_050469.1","mRNA","XM_012676766.3","LOC105834341","XP_012532220.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676767.2","LOC105834351","XP_012532221.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676768.3","LOC105834352","XP_012532222.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676769.2","LOC105834353","XP_012532223.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676770.3","LOC105834353","XP_012532224.1",NA,"protein"
"NC_050477.1","mRNA","XM_012676771.2","LOC105834355","XP_012532225.1",NA,"protein"
"NC_050476.1","mRNA","XM_012676773.3","LOC105834357","XP_012532227.1",NA,"protein"
"NC_050476.1","mRNA","XM_012676774.3","LOC105834359","XP_012532228.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676775.3","LOC105834361","XP_012532229.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676776.3","LOC105834358","XP_012532230.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676777.3","LOC105834362","XP_012532231.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676778.3","LOC105834362","XP_012532232.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676779.3","LOC105834363","XP_012532233.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676780.3","LOC105834364","XP_012532234.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676781.3","LOC105834365","XP_012532235.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676782.3","LOC105834366","XP_012532236.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676783.3","LOC105834367","XP_012532237.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676784.3","LOC105834358","XP_012532238.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676785.3","LOC105834367","XP_012532239.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676786.3","LOC105834367","XP_012532240.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676787.2","LOC105834368","XP_012532241.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676788.3","LOC105834369","XP_012532242.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676789.3","LOC105834370","XP_012532243.2",NA,"protein"
"NC_050467.1","mRNA","XM_012676793.1","LOC105834371","XP_012532247.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676801.3","LOC105834374","XP_012532255.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676802.3","LOC105834374","XP_012532256.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676803.3","LOC105834374","XP_012532257.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676805.3","LOC105834375","XP_012532259.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676806.3","LOC105834376","XP_012532260.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676807.3","LOC105834376","XP_012532261.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676808.3","LOC105834376","XP_012532262.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676809.3","LOC105834376","XP_012532263.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676813.3","LOC105834377","XP_012532267.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676816.3","LOC105834376","XP_012532270.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676817.3","LOC105834376","XP_012532271.1",NA,"protein"
"NC_050472.1","mRNA","XM_012676819.3","LOC105834379","XP_012532273.1",NA,"protein"
"NC_050472.1","mRNA","XM_012676821.3","LOC105834381","XP_012532275.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676823.3","LOC105834383","XP_012532277.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676824.2","LOC105834384","XP_012532278.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676826.3","LOC105834385","XP_012532280.1",NA,"protein"
"NC_050471.1","mRNA","XM_012676827.3","LOC105834385","XP_012532281.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676829.3","LOC105834386","XP_012532283.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676830.3","LOC105834387","XP_012532284.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676834.2","LOC105834389","XP_012532288.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676835.2","LOC105834389","XP_012532289.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676836.3","LOC105834389","XP_012532290.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676837.3","LOC105834389","XP_012532291.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676840.3","LOC105834390","XP_012532294.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676841.3","LOC105834390","XP_012532295.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676842.3","LOC105834391","XP_012532296.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676843.3","LOC105834392","XP_012532297.1",NA,"protein"
"NC_050468.1","mRNA","XM_012676844.1","LOC105834393","XP_012532298.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676845.3","LOC105834394","XP_012532299.2",NA,"protein"
"NC_050469.1","mRNA","XM_012676846.3","LOC105834396","XP_012532300.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676847.3","LOC105834397","XP_012532301.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676848.3","LOC105834397","XP_012532302.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676849.3","LOC105834398","XP_012532303.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676850.3","LOC105834398","XP_012532304.1",NA,"protein"
"NC_050469.1","mRNA","XM_012676852.3","LOC105834400","XP_012532306.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676854.3","LOC105834403","XP_012532308.1",NA,"protein"
"NC_050467.1","mRNA","XM_012676855.2","LOC105834403","XP_012532309.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676857.3","LOC105834405","XP_012532311.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676858.3","LOC105834405","XP_012532312.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676860.3","LOC105834408","XP_012532314.2",NA,"protein"
"NC_050474.1","mRNA","XM_012676862.3","LOC105834408","XP_012532316.2",NA,"protein"
"NC_050474.1","mRNA","XM_012676865.3","LOC105834409","XP_012532319.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676867.3","LOC105834411","XP_012532321.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676868.3","LOC105834411","XP_012532322.1",NA,"protein"
"NC_050474.1","mRNA","XM_012676869.3","LOC105834412","XP_012532323.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676870.3","LOC105834413","XP_012532324.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676875.3","LOC105834414","XP_012532329.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676877.3","LOC105834414","XP_012532331.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676879.3","LOC105834414","XP_012532333.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676880.3","LOC105834414","XP_012532334.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676881.3","LOC105834414","XP_012532335.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676882.3","LOC105834416","XP_012532336.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676883.3","LOC105834416","XP_012532337.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676884.3","LOC105834417","XP_012532338.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676885.3","LOC105834418","XP_012532339.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676886.3","LOC105834418","XP_012532340.2",NA,"protein"
"NC_050470.1","mRNA","XM_012676887.3","LOC105834420","XP_012532341.1",NA,"protein"
"NC_050470.1","mRNA","XM_012676888.3","LOC105834421","XP_012532342.1",NA,"protein"
